-3.14,-1.0
-3.04,-0.9945837211646584
-2.94,-0.9790467701119854
-2.84,-0.9534256596994025
-2.74,-0.9177998145281538
-2.64,-0.872246233266448
-2.54,-0.8167723999790436
-2.44,-0.7651934429266551
-2.34,-0.6978416414755637
-2.24,-0.6241187611892148
-2.14,-0.5451915743628087
-2.04,-0.46266018656998376
-1.94,-0.37899518813921806
-1.84,-0.2986800762822966
-1.74,-0.1597456915826427
-1.64,0.0
-1.54,NaN
-1.44,0.10000706697927775
-1.34,0.20758651187577182
-1.24,0.30574369838446397
-1.14,0.39870629298102395
-1.04,0.48656740557572165
-0.94,0.5921274444300013
-0.84,0.6700299242438599
-0.74,0.7412900647065899
-0.64,0.8051762089051663
-0.54,0.8610186158106692
-0.45,0.9038945982354217
-0.35,0.9428207507806801
-0.25,0.9685366504957498
-0.15,0.988470472184083
-0.05,1.0
0.5,0.8777239347058707
0.6,0.8257747876994066
0.7,0.7660060740983428
0.8,0.6994651925260867
0.9,0.6214916962192153
1.0,0.5399974279774138
1.1,0.45284829826976963
1.2,0.3605600564455251
1.3,0.26307855280408754
1.4,0.15771086345447263
1.5,NaN
1.6,NaN
1.7,-0.13127158854495302
1.8,-0.22946557766305992
1.9,-0.3257981041531141
2.0,-0.41910773979498334
