-3.14,NaN
-3.04,NaN
-2.94,NaN
-2.84,NaN
-2.74,NaN
-2.64,NaN
-2.54,NaN
-2.44,NaN
-2.34,NaN
-2.24,NaN
-2.14,NaN
-2.04,NaN
-1.94,NaN
-1.84,NaN
-1.74,NaN
-1.64,NaN
-1.54,NaN
-1.44,NaN
-1.34,NaN
-1.24,NaN
-1.14,NaN
-1.04,NaN
-0.94,NaN
-0.84,NaN
-0.74,NaN
-0.64,NaN
-0.54,NaN
-0.45,NaN
-0.35,NaN
-0.25,NaN
-0.15,NaN
-0.05,NaN
0.5,-0.6666666666666666
0.6,-0.5
0.7,-0.3529411764705883
0.8,-0.22222222222222215
0.9,-0.10526315789473682
1.0,0.0
1.1,0.0
1.2,0.18181818181818177
1.3,0.26086956521739135
1.4,0.33333333333333326
1.5,0.4
1.6,0.46153846153846156
1.7,0.5185185185185185
1.8,0.5714285714285715
1.9,0.6206896551724137
2.0,0.6666666666666666
