-3.14,NaN
-3.04,NaN
-2.94,NaN
-2.84,NaN
-2.74,NaN
-2.64,NaN
-2.54,NaN
-2.44,NaN
-2.34,NaN
-2.24,NaN
-2.14,NaN
-2.04,NaN
-1.94,NaN
-1.84,NaN
-1.74,NaN
-1.64,NaN
-1.54,NaN
-1.44,NaN
-1.34,NaN
-1.24,NaN
-1.14,NaN
-1.04,NaN
-0.94,NaN
-0.84,NaN
-0.74,NaN
-0.64,NaN
-0.54,NaN
-0.45,NaN
-0.35,NaN
-0.25,NaN
-0.15,NaN
-0.05,NaN
0.5,-0.43548387096774194
0.6,-0.3266129032258065
0.7,-0.2305502846299811
0.8,-0.1451612903225806
0.9,-0.06876061120543293
1.0,0.0
1.1,0.0
1.2,0.11876832844574778
1.3,0.1704067321178121
1.4,0.21774193548387094
1.5,0.2612903225806452
1.6,0.3014888337468983
1.7,0.3387096774193548
1.8,0.3732718894009217
1.9,0.4054505005561735
2.0,0.43548387096774194
