-3.14,NaN
-3.04,0.0016797495276937163
-2.94,0.012534127325488836
-2.84,0.04021201511942668
-2.74,0.09008334625518782
-2.64,0.1645139627937004
-2.54,0.2625843764498162
-2.44,0.3553541242747268
-2.34,0.4728431326755952
-2.24,0.591380963139659
-2.14,0.7024636191135386
-2.04,0.7987381081955894
-1.94,0.8750219155910769
-1.84,0.9289243738630272
-1.74,0.9831340505659781
-1.64,NaN
-1.54,NaN
-1.44,0.9959819245113766
-1.34,0.9869671547296265
-1.24,0.9793259144965594
-1.14,0.9752040607139701
-1.04,0.9742812852526052
-0.94,0.9731446365549972
-0.84,0.9656306340636436
-0.74,0.9445899292940076
-0.64,0.9026018857809145
-0.54,0.8332054181291486
-0.45,0.7436545949818238
-0.35,0.6126336905855203
-0.25,0.47498233751408575
-0.15,0.29765047564371294
-0.05,NaN
0.5,-45.2819912349489
0.6,-10.745628779387287
0.7,-1.8831870395627872
0.8,-0.1863456429421761
0.9,-0.004443894961426246
1.0,NaN
1.1,NaN
1.2,0.06832322599730872
1.3,0.41543098315806026
1.4,1.4150622260921522
1.5,3.521127638429628
1.6,7.201472423214278
1.7,12.888523542918362
1.8,20.950363767654114
1.9,31.67775150017663
2.0,45.2819912349489
